instances/myciel3.col,  MIP optimal, MIP optimal, MIP optimal, MIP optimal, MIP optimal, MIP optimal, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.00257086753845, 0.00198888778687, 0.00192499160767, 0.00373482704163, 0.0027768611908, 0.0092, 2, 2, 2, 2, 2, 1057, 
instances/myciel4.col,  MIP optimal, MIP optimal, MIP optimal, MIP optimal, MIP optimal, MIP timelimit, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0835599899292, 0.0661480426788, 0.164011955261, 0.0715970993042, 0.0826811790466, 300.0036, 105, 56, 154, 141, 133, 10903, 
instances/myciel5.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 7.0, 6.0, 6.0, 6.0, 6.0, 12.0, 300.013966084, 300.001894951, 300.002547026, 300.004578114, 300.002082109, 300.0398, 15328, 6719, 14825, 19828, 28470, 98419, 
instances/myciel6.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 21.0, 14.0, 13.0, 17.0, 13.0, 24.0, 300.013926983, 300.017493963, 300.021190882, 300.00631094, 300.054239035, 300.2012, 11024, 5350, 11380, 32947, 31066, 835051, 
instances/myciel7.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 191.0, 35.0, 49.0, 99.0, 66.0, 71.0, 300.028444052, 300.112251997, 300.007293224, 300.008446932, 300.05480504, 303.0148, 6028, 1769, 3148, 28155, 26365, 6877147, 
instances/queen10_10.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 27.0, 28.0, 25.0, 28.0, 29.0, 45.0, 300.011612892, 300.01870203, 300.028668165, 300.019212961, 300.002062082, 300.3388, 10480, 9238, 9256, 33478, 30537, 975251, 
instances/queen11_11.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 40.0, 37.0, 34.0, 37.0, 39.0, 58.0, 300.02007103, 300.016161919, 300.007744074, 300.139111996, 300.025683165, 300.8275, 11303, 5576, 5490, 30765, 30492, 1735262, 
instances/queen12_12.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 42.0, 43.0, 37.0, 42.0, 49.0, 66.0, 300.021747112, 300.001456022, 300.15854907, 300.070807934, 300.015729904, 300.4176, 8388, 3468, 3014, 28224, 23783, 2934505, 
instances/queen13_13.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 58.0, 55.0, 48.0, 82.0, 135.0, 81.0, 300.013134003, 300.058610916, 300.038261175, 300.259083986, 300.082790852, 301.9877, 7766, 2338, 1750, 29997, 26062, 4755830, 
instances/queen14_14.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 57.0, 64.0, 196.0, 156.0, 196.0, 91.0, 300.004735947, 300.028342009, 300.088957787, 300.455145836, 300.260761976, 302.5719, 6748, 1802, 1258, 25339, 20019, 7433987, 
instances/queen15_15.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 80.0, 78.0, 77.0, 225.0, 180.0, 109.0, 300.031213999, 300.096549988, 300.117455006, 300.412662029, 300.108605146, 358.9899, 6891, 1349, 795, 22305, 19903, 11264626, 
instances/queen16_16.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 83.0, 94.0, 87.0, 204.0, 204.0, 120.0, 300.031988144, 300.327520132, 300.408119917, 300.174533844, 300.021690845, 675.9998, 6700, 829, 567, 21759, 16909, 16614017, 
instances/queen5_5.col,  MIP optimal, MIP optimal, MIP optimal, MIP optimal, MIP optimal, MIP timelimit, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 0.487976074219, 35.5934479237, 1.41468691826, 0.400332927704, 1.37378501892, 300.0029, 568, 6595, 1125, 617, 1455, 14126, 
instances/queen6_6.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 300.017596006, 300.001811028, 300.01894021, 300.019385099, 300.016619921, 300.0129, 16484, 17191, 21452, 24165, 27596, 43507, 
instances/queen7_7.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 14.0, 13.0, 13.0, 13.0, 14.0, 16.0, 300.015482187, 300.024750948, 300.01890707, 300.015411139, 300.015155077, 300.0383, 16943, 18646, 18339, 33638, 35006, 111770, 
instances/queen8_12.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 27.0, 27.0, 27.0, 27.0, 26.0, 43.0, 300.004296064, 300.027230978, 300.035756111, 300.016576052, 300.023168087, 300.2425, 11263, 9563, 9347, 35624, 32656, 861937, 
instances/queen8_8.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 16.0, 17.0, 16.0, 17.0, 16.0, 28.0, 300.002269983, 300.00877285, 300.003353834, 300.013997078, 300.03050518, 300.128, 14037, 16312, 17266, 33190, 34630, 252065, 
instances/queen9_9.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 23.0, 24.0, 21.0, 23.0, 23.0, 38.0, 300.011831045, 300.003490925, 300.015444994, 300.025995016, 300.015183926, 300.1811, 11692, 12580, 13831, 34157, 35576, 515242, 
instances/zeroin.i.1.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 117.0, 114.0, 111.0, 114.0, 129.0, 142.0, 300.012333155, 300.00526309, 300.020606995, 300.041985989, 300.004070044, 300.794, 9449, 3847, 6260, 34293, 16825, 1961002, 
instances/zeroin.i.2.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 85.0, 93.0, 109.0, 209.0, 68.0, 96.0, 300.004446983, 300.151982069, 300.008548975, 300.169959068, 300.040117979, 301.8931, 7644, 2598, 6274, 32348, 20648, 3808664, 
instances/zeroin.i.3.col,  MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, MIP timelimit, 80.0, 91.0, 91.0, 206.0, 206.0, 91.0, 300.002762079, 300.067808151, 300.002131939, 300.062413931, 300.052731991, 301.8901, 7609, 2537, 6083, 37580, 19193, 3808664, 
