instances/fpsol2.i.3.col,	363.0,	 4.3873
instances/myciel3.col,	1.0,	 0.072
instances/fpsol2.i.3.col,	47.0,	 30.1613
instances/myciel3.col,	3.0,	 0.1509
instances/myciel3.col,	0.000814932362206,	 0.005
instances/myciel3.col,	2.0,	 0.0047
instances/myciel3.col,	0.000814932362206,	 0.0045
instances/myciel3.col,	0.000814932362206,	 0.0051
instances/myciel3.col,	3.0,	 0.1541
