created_instances/small_world-N10000-d4-p0.3-s1, 4, 2.13, 0, 4, 2.76, 0, 4, 4.18, 0, 4, 2.59, 0, 4, 1.83, 0, 4, 3.02, 0, 4, 2.29, 0, 
created_instances/small_world-N10000-d4-p0.3-s1, 4, 1.99, 0, 4, 2.53, 0, 4, 3.78, 0, 4, 2.54, 0, 4, 1.82, 0, 4, 3.1, 0, 4, 2.51, 0, 
created_instances/small_world-N10000-d4-p0.3-s10, 2, 0.88, 0, 2, 1.14, 0, 2, 1.44, 0, 2, 1.15, 0, 2, 0.8, 0, 2, 1.06, 0, 2, 2.01, 0, 
created_instances/small_world-N10000-d4-p0.3-s2, 3, 1.21, 0, 3, 1.72, 0, 3, 1.11, 0, 3, 2.45, 0, 3, 0.88, 0, 3, 1.38, 0, 3, 1.44, 0, 
created_instances/small_world-N10000-d4-p0.3-s3, 1, 0.34, 0, 1, 0.32, 0, 1, 0.33, 0, 1, 0.6, 0, 1, 1.16, 0, 1, 0.33, 0, 1, 0.32, 0, 
created_instances/small_world-N10000-d4-p0.3-s4, 1, 0.96, 0, 1, 0.83, 0, 1, 0.79, 0, 1, 1.05, 0, 1, 0.81, 0, 1, 0.78, 0, 1, 0.8, 0, 
created_instances/small_world-N10000-d4-p0.3-s5, 1, 0.64, 0, 1, 0.81, 0, 1, 0.85, 0, 1, 0.82, 0, 1, 0.58, 0, 1, 0.58, 0, 1, 0.88, 0, 
created_instances/small_world-N10000-d4-p0.3-s6, 1, 0.31, 0, 1, 0.29, 0, 1, 0.27, 0, 1, 0.52, 0, 1, 0.32, 0, 1, 0.34, 0, 1, 0.32, 0, 
created_instances/small_world-N10000-d4-p0.3-s7, 1, 0.37, 0, 1, 0.38, 0, 1, 0.35, 0, 1, 0.91, 0, 1, 0.35, 0, 1, 0.36, 0, 1, 0.32, 0, 
created_instances/small_world-N10000-d4-p0.3-s8, 1, 0.54, 0, 1, 1.02, 0, 1, 0.58, 0, 1, 0.88, 0, 1, 0.92, 0, 1, 0.61, 0, 1, 0.56, 0, 
created_instances/small_world-N10000-d4-p0.3-s9, 2, 0.3, 0, 2, 0.28, 0, 2, 0.8, 0, 2, 0.3, 0, 2, 0.3, 0, 2, 0.55, 0, 2, 0.3, 0, 
created_instances/small_world-N1000-d4-p0.3-s1, 1, 0.01, 0, 1, 0.01, 0, 1, 0.01, 0, 1, 0.01, 0, 1, 0.01, 0, 1, 0.01, 0, 1, 0.01, 0, 
created_instances/small_world-N100-d4-p0.3-s1, 1, 0, 0, 1, 0, 0, 1, 0.01, 0, 1, 0, 0, 1, 0.01, 0, 1, 0, 0, 1, 0, 0, 
created_instances/small_world-N10-d2-p0.3-s1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0.01, 0, 1, 0, 0, 
WEIGHTED ALGORITHM
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s1, 11, 0.57, 0, 11, 1.04, 0, 11, 1.81, 0, 11, 0.84, 0, 11, 0.81, 0, 11, 1.09, 0, 11, 1.06, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s1, 11, 0.59, 0, 11, 1, 0, 11, 1.69, 0, 11, 0.79, 0, 11, 0.75, 0, 11, 1.03, 0, 11, 1, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s10, 89, 0.53, 0, 89, 0.8, 0, 89, 1, 0, 89, 0.5, 0, 89, 0.51, 0, 89, 0.76, 0, 89, 1.46, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s2, 64, 1.05, 0, 64, 1, 0, 64, 1.35, 0, 64, 0.59, 0, 64, 1.07, 0, 64, 0.98, 0, 64, 0.97, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s3, 1, 0.56, 0, 1, 0.52, 0, 1, 1, 0, 1, 0.75, 0, 1, 0.52, 0, 1, 0.52, 0, 1, 0.51, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s4, 11, 0.55, 0, 11, 0.52, 0, 11, 0.51, 0, 11, 0.52, 0, 11, 0.52, 0, 11, 0.51, 0, 11, 0.51, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s5, 1, 0.3, 0, 1, 0.52, 0, 1, 0.28, 0, 1, 0.52, 0, 1, 0.28, 0, 1, 0.52, 0, 1, 0.51, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s6, 15, 0.28, 0, 15, 0.28, 0, 15, 0.28, 0, 15, 0.53, 0, 15, 0.28, 0, 15, 0.28, 0, 15, 0.27, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s7, 1, 0.3, 0, 1, 0.29, 0, 1, 0.28, 0, 1, 0.77, 0, 1, 0.28, 0, 1, 0.28, 0, 1, 0.28, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s8, 21, 0.6, 0, 21, 1.01, 0, 21, 0.51, 0, 21, 0.75, 0, 21, 0.75, 0, 21, 0.52, 0, 21, 0.53, 0, 
created_instances/created_instances_weigthed/small_world-N10000-d4-p0.3-s9, 12, 0.57, 0, 12, 0.28, 0, 12, 0.74, 0, 12, 0.28, 0, 12, 0.28, 0, 12, 0.52, 0, 12, 0.27, 0, 
created_instances/created_instances_weigthed/small_world-N1000-d4-p0.3-s1, 1, 0.02, 0, 1, 0.01, 0, 1, 0.01, 0, 1, 0.02, 0, 1, 0.01, 0, 1, 0.01, 0, 1, 0.02, 0, 
created_instances/created_instances_weigthed/small_world-N100-d4-p0.3-s1, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 
created_instances/created_instances_weigthed/small_world-N10-d2-p0.3-s1, 42, 0, 0, 42, 0, 0, 42, 0, 0, 42, 0.01, 0, 42, 0, 0, 42, 0, 0, 42, 0, 0, 
